ECCN_CODE,DESCRIPTION,ULTIMATE_COUNTRY_NAME,cases by country
1C351,HUMAN AND ANIMAL PATHOGENS AND TOXINS,PORTUGAL,1
1C351,HUMAN AND ANIMAL PATHOGENS AND TOXINS,SINGAPORE,17
1C351,HUMAN AND ANIMAL PATHOGENS AND TOXINS,SOUTH AFRICA,1
1C351,HUMAN AND ANIMAL PATHOGENS AND TOXINS,SPAIN,1
1C351,HUMAN AND ANIMAL PATHOGENS AND TOXINS,SWITZERLAND,2
1C351,HUMAN AND ANIMAL PATHOGENS AND TOXINS,THAILAND,4
1C351,HUMAN AND ANIMAL PATHOGENS AND TOXINS,TURKEY,1
1C351,HUMAN AND ANIMAL PATHOGENS AND TOXINS,UNITED KINGDOM,4
1C353,GENETICALLY MODIFIED MICROORGANISMS,FRANCE,2
1C353,GENETICALLY MODIFIED MICROORGANISMS,"GERMANY, FEDERAL REP",2
1C353,GENETICALLY MODIFIED MICROORGANISMS,ISRAEL,1
1C353,GENETICALLY MODIFIED MICROORGANISMS,ITALY,1
1C353,GENETICALLY MODIFIED MICROORGANISMS,JAPAN,1
1C353,GENETICALLY MODIFIED MICROORGANISMS,JORDAN,1
1C353,GENETICALLY MODIFIED MICROORGANISMS,NETHERLANDS,2
1C354,PLANT PATHOGENS,KENYA,1
1C608,ENERGETIC MATERIALS AND RELATED COMMODITIES NOT LISTED ELSEWHERE IN USML CATEGORY V AND ECCN 1C018,EL SALVADOR,1
1C608,ENERGETIC MATERIALS AND RELATED COMMODITIES NOT LISTED ELSEWHERE IN USML CATEGORY V AND ECCN 1C018,ISRAEL,1
1C608,ENERGETIC MATERIALS AND RELATED COMMODITIES NOT LISTED ELSEWHERE IN USML CATEGORY V AND ECCN 1C018,JAPAN,2
1C608,ENERGETIC MATERIALS AND RELATED COMMODITIES NOT LISTED ELSEWHERE IN USML CATEGORY V AND ECCN 1C018,NORWAY,1
1C608,ENERGETIC MATERIALS AND RELATED COMMODITIES NOT LISTED ELSEWHERE IN USML CATEGORY V AND ECCN 1C018,PERU,1
1C608,ENERGETIC MATERIALS AND RELATED COMMODITIES NOT LISTED ELSEWHERE IN USML CATEGORY V AND ECCN 1C018,SPAIN,2
1C608,ENERGETIC MATERIALS AND RELATED COMMODITIES NOT LISTED ELSEWHERE IN USML CATEGORY V AND ECCN 1C018,SWEDEN,1
1C981,CRUDE PETROLEUM/TAR SANDS/CRUDE SHALE,BARBADOS,1
1C981,CRUDE PETROLEUM/TAR SANDS/CRUDE SHALE,BELARUS,1
1C981,CRUDE PETROLEUM/TAR SANDS/CRUDE SHALE,BRAZIL,1
1C981,CRUDE PETROLEUM/TAR SANDS/CRUDE SHALE,CANADA,12
1C981,CRUDE PETROLEUM/TAR SANDS/CRUDE SHALE,CHINA,3
1C981,CRUDE PETROLEUM/TAR SANDS/CRUDE SHALE,FINLAND,1
1C981,CRUDE PETROLEUM/TAR SANDS/CRUDE SHALE,FRANCE,1
1C981,CRUDE PETROLEUM/TAR SANDS/CRUDE SHALE,INDIA,1
1C981,CRUDE PETROLEUM/TAR SANDS/CRUDE SHALE,MALAYSIA,1
1C981,CRUDE PETROLEUM/TAR SANDS/CRUDE SHALE,MEXICO,2
1C981,CRUDE PETROLEUM/TAR SANDS/CRUDE SHALE,PANAMA,1
1C981,CRUDE PETROLEUM/TAR SANDS/CRUDE SHALE,SINGAPORE,1
1C981,CRUDE PETROLEUM/TAR SANDS/CRUDE SHALE,SOUTH AFRICA,1
1C981,CRUDE PETROLEUM/TAR SANDS/CRUDE SHALE,SPAIN,1
1C981,CRUDE PETROLEUM/TAR SANDS/CRUDE SHALE,ST LUCIA,1
1C981,CRUDE PETROLEUM/TAR SANDS/CRUDE SHALE,VARIOUS,8
1C991,"VACCINES, IMMUNOTOXINS AND MEDICAL PRODUCTS",HONG KONG,1
1C991,"VACCINES, IMMUNOTOXINS AND MEDICAL PRODUCTS",TURKEY,1
1C992,OIL WELL PERFORATORS,JAPAN,1
1D003,SOFTWARE DESIGNED FOR EQPT CONTROLLED UNDER 1A004,AFGHANISTAN,1
1D003,SOFTWARE DESIGNED FOR EQPT CONTROLLED UNDER 1A004,ARGENTINA,1
1D003,SOFTWARE DESIGNED FOR EQPT CONTROLLED UNDER 1A004,CHINA,8
1D003,SOFTWARE DESIGNED FOR EQPT CONTROLLED UNDER 1A004,COLOMBIA,2
1D003,SOFTWARE DESIGNED FOR EQPT CONTROLLED UNDER 1A004,EGYPT,1
1D003,SOFTWARE DESIGNED FOR EQPT CONTROLLED UNDER 1A004,GUATEMALA,2
1D003,SOFTWARE DESIGNED FOR EQPT CONTROLLED UNDER 1A004,GUYANA,1
1D003,SOFTWARE DESIGNED FOR EQPT CONTROLLED UNDER 1A004,HONG KONG,1
1D003,SOFTWARE DESIGNED FOR EQPT CONTROLLED UNDER 1A004,ISRAEL,1
1D003,SOFTWARE DESIGNED FOR EQPT CONTROLLED UNDER 1A004,JAMAICA,1
1D003,SOFTWARE DESIGNED FOR EQPT CONTROLLED UNDER 1A004,JORDAN,1
1D003,SOFTWARE DESIGNED FOR EQPT CONTROLLED UNDER 1A004,KENYA,1
1D003,SOFTWARE DESIGNED FOR EQPT CONTROLLED UNDER 1A004,KYRGYZSTAN,1
1D003,SOFTWARE DESIGNED FOR EQPT CONTROLLED UNDER 1A004,PANAMA,2
1D003,SOFTWARE DESIGNED FOR EQPT CONTROLLED UNDER 1A004,SAUDI ARABIA,2
1D003,SOFTWARE DESIGNED FOR EQPT CONTROLLED UNDER 1A004,SOUTH AFRICA,1
1D003,SOFTWARE DESIGNED FOR EQPT CONTROLLED UNDER 1A004,TAIWAN,1
1D003,SOFTWARE DESIGNED FOR EQPT CONTROLLED UNDER 1A004,TAJIKISTAN,1
1D003,SOFTWARE DESIGNED FOR EQPT CONTROLLED UNDER 1A004,THAILAND,2
1D003,SOFTWARE DESIGNED FOR EQPT CONTROLLED UNDER 1A004,UKRAINE,1
1D003,SOFTWARE DESIGNED FOR EQPT CONTROLLED UNDER 1A004,UNITED ARAB EMIRATES,1
1E001,TECHNOLOGY FOR DEVELOPMENT OF EQUIPMENT UNDER 1A00,CHINA,1
1E001,TECHNOLOGY FOR DEVELOPMENT OF EQUIPMENT UNDER 1A00,COLOMBIA,1
1E001,TECHNOLOGY FOR DEVELOPMENT OF EQUIPMENT UNDER 1A00,DJIBOUTI,1
1E001,TECHNOLOGY FOR DEVELOPMENT OF EQUIPMENT UNDER 1A00,FRANCE,1
1E001,TECHNOLOGY FOR DEVELOPMENT OF EQUIPMENT UNDER 1A00,"GERMANY, FEDERAL REP",1
1E001,TECHNOLOGY FOR DEVELOPMENT OF EQUIPMENT UNDER 1A00,KENYA,1
1E001,TECHNOLOGY FOR DEVELOPMENT OF EQUIPMENT UNDER 1A00,MAURITIUS,1
1E001,TECHNOLOGY FOR DEVELOPMENT OF EQUIPMENT UNDER 1A00,NAMIBIA,1
1E001,TECHNOLOGY FOR DEVELOPMENT OF EQUIPMENT UNDER 1A00,NETHERLANDS,1
1E002,OTHER TECHNOLOGY,COLOMBIA,1
1E002,OTHER TECHNOLOGY,EGYPT,1
1E002,OTHER TECHNOLOGY,INDIA,1
1E002,OTHER TECHNOLOGY,JAMAICA,1
1E002,OTHER TECHNOLOGY,PANAMA,2
1E101,TECHNOLOGY FOR DEVELOPMENT OF EQUIPMENT UNDER 1A10,AUSTRALIA,1
1E101,TECHNOLOGY FOR DEVELOPMENT OF EQUIPMENT UNDER 1A10,BRAZIL,2
1E101,TECHNOLOGY FOR DEVELOPMENT OF EQUIPMENT UNDER 1A10,CANADA,1
1E101,TECHNOLOGY FOR DEVELOPMENT OF EQUIPMENT UNDER 1A10,JAPAN,2
1E101,TECHNOLOGY FOR DEVELOPMENT OF EQUIPMENT UNDER 1A10,LUXEMBOURG,3
1E101,TECHNOLOGY FOR DEVELOPMENT OF EQUIPMENT UNDER 1A10,SAUDI ARABIA,1
1E101,TECHNOLOGY FOR DEVELOPMENT OF EQUIPMENT UNDER 1A10,UNITED KINGDOM,1
1E608,TECHNOLOGY REQUIRED FOR ITEMS CONTROLLED IN 1B608 OR MATERIALS CONTROLLED BY 1C608,ISRAEL,1
1E613,TECHNOLOGY REQUIRED FOR ITEMS CONTROLLED IN 1A613 OR 1B613 OR SOFTWARE CONTROLLED IN 1D613,FRANCE,1
1E613,TECHNOLOGY REQUIRED FOR ITEMS CONTROLLED IN 1A613 OR 1B613 OR SOFTWARE CONTROLLED IN 1D613,"GERMANY, FEDERAL REP",1
1E613,TECHNOLOGY REQUIRED FOR ITEMS CONTROLLED IN 1A613 OR 1B613 OR SOFTWARE CONTROLLED IN 1D613,KUWAIT,2
1E613,TECHNOLOGY REQUIRED FOR ITEMS CONTROLLED IN 1A613 OR 1B613 OR SOFTWARE CONTROLLED IN 1D613,NETHERLANDS,1
1E613,TECHNOLOGY REQUIRED FOR ITEMS CONTROLLED IN 1A613 OR 1B613 OR SOFTWARE CONTROLLED IN 1D613,PHILIPPINES,1
1E613,TECHNOLOGY REQUIRED FOR ITEMS CONTROLLED IN 1A613 OR 1B613 OR SOFTWARE CONTROLLED IN 1D613,QATAR,1
1E613,TECHNOLOGY REQUIRED FOR ITEMS CONTROLLED IN 1A613 OR 1B613 OR SOFTWARE CONTROLLED IN 1D613,SAUDI ARABIA,2
1E613,TECHNOLOGY REQUIRED FOR ITEMS CONTROLLED IN 1A613 OR 1B613 OR SOFTWARE CONTROLLED IN 1D613,SINGAPORE,1
1E613,TECHNOLOGY REQUIRED FOR ITEMS CONTROLLED IN 1A613 OR 1B613 OR SOFTWARE CONTROLLED IN 1D613,TURKEY,1
1E613,TECHNOLOGY REQUIRED FOR ITEMS CONTROLLED IN 1A613 OR 1B613 OR SOFTWARE CONTROLLED IN 1D613,UNITED ARAB EMIRATES,2
1E613,TECHNOLOGY REQUIRED FOR ITEMS CONTROLLED IN 1A613 OR 1B613 OR SOFTWARE CONTROLLED IN 1D613,UNITED KINGDOM,1
2A291,NUCLEAR REACTOR AND NUCLEAR POWER PLANT RELATED EQ,CHINA,1
2A292,PIPING/FITTINGS/VALVES MADE/LINED WITH NAMED ALLOY,MALTA,1
2A983,EXPLOSIVES OR DETONATOR DETECTION EQUIPMENT,CHINA,1
2A983,EXPLOSIVES OR DETONATOR DETECTION EQUIPMENT,IRAQ,1
2A983,EXPLOSIVES OR DETONATOR DETECTION EQUIPMENT,ISRAEL,1
2A983,EXPLOSIVES OR DETONATOR DETECTION EQUIPMENT,KENYA,1
2A983,EXPLOSIVES OR DETONATOR DETECTION EQUIPMENT,OMAN,1
2A983,EXPLOSIVES OR DETONATOR DETECTION EQUIPMENT,RUSSIA FEDERATION,2
2A983,EXPLOSIVES OR DETONATOR DETECTION EQUIPMENT,SINGAPORE,1
2A983,EXPLOSIVES OR DETONATOR DETECTION EQUIPMENT,TAIWAN,1
2A983,EXPLOSIVES OR DETONATOR DETECTION EQUIPMENT,UGANDA,1
2A983,EXPLOSIVES OR DETONATOR DETECTION EQUIPMENT,UKRAINE,1
2A983,EXPLOSIVES OR DETONATOR DETECTION EQUIPMENT,UNITED ARAB EMIRATES,2
2A994,PORTABLE ELECTRIC GENERATORS AND SPECIALLY DESIGNE,SYRIA,6
2A994,PORTABLE ELECTRIC GENERATORS AND SPECIALLY DESIGNE,TURKEY,1
2B001,NUMERICAL CONTROL UNITS/MOTION CONTROL BOARDS,BRAZIL,1
2B001,NUMERICAL CONTROL UNITS/MOTION CONTROL BOARDS,CHINA,7
2B001,NUMERICAL CONTROL UNITS/MOTION CONTROL BOARDS,PHILIPPINES,1
2B001,NUMERICAL CONTROL UNITS/MOTION CONTROL BOARDS,SINGAPORE,1
2B001,NUMERICAL CONTROL UNITS/MOTION CONTROL BOARDS,TAIWAN,1
2B006,DIMENSIONAL INSPECTION/MEASURING SYSTEMS OR EQUIPM,BRAZIL,5
2B006,DIMENSIONAL INSPECTION/MEASURING SYSTEMS OR EQUIPM,CHILE,1
2B006,DIMENSIONAL INSPECTION/MEASURING SYSTEMS OR EQUIPM,CHINA,14
2B006,DIMENSIONAL INSPECTION/MEASURING SYSTEMS OR EQUIPM,ISRAEL,1
2B006,DIMENSIONAL INSPECTION/MEASURING SYSTEMS OR EQUIPM,SINGAPORE,2
2B006,DIMENSIONAL INSPECTION/MEASURING SYSTEMS OR EQUIPM,TAIWAN,3
2B006,DIMENSIONAL INSPECTION/MEASURING SYSTEMS OR EQUIPM,THAILAND,2
2B018,EQUIPMENT ON THE INTERNATIONAL MUNITIONS LIST,SAUDI ARABIA,1
2B116,"VIBRATION TEST SYSTEMS,EQUIPMENT,AND COMPONENTS TH","KOREA, REPUBLIC OF (SOUTH KOREA)",1
2B116,"VIBRATION TEST SYSTEMS,EQUIPMENT,AND COMPONENTS TH",SAUDI ARABIA,1
2B117,STRUCTURAL COMPOSITE ROCKET NOZZLES,FRANCE,1
2B120,MOTION SIMULATORS OR RATE TABLES,PORTUGAL,1
2B120,MOTION SIMULATORS OR RATE TABLES,SWITZERLAND,1
2B121,POSITIONING TABLES,"GERMANY, FEDERAL REP",1
2B201,MACHINE TOOLS FOR REMOVING OR CUTTING METALS,CHINA,10
2B201,MACHINE TOOLS FOR REMOVING OR CUTTING METALS,INDIA,4
2B201,MACHINE TOOLS FOR REMOVING OR CUTTING METALS,ISRAEL,8
2B201,MACHINE TOOLS FOR REMOVING OR CUTTING METALS,MALAYSIA,1
2B201,MACHINE TOOLS FOR REMOVING OR CUTTING METALS,SINGAPORE,2
2B201,MACHINE TOOLS FOR REMOVING OR CUTTING METALS,THAILAND,1
2B201,MACHINE TOOLS FOR REMOVING OR CUTTING METALS,UNITED ARAB EMIRATES,1
2B201,MACHINE TOOLS FOR REMOVING OR CUTTING METALS,VIETNAM,2
2B204,ISOSTATIC PRESSES NOT CONTROLLED BY 2B004 OR 2B104,BRAZIL,1
2B226,VACUUM AND CONTROLLED ENVIRONMENT INDUCTION FURNAC,COLOMBIA,1
2B227,VACUUM AND CONTROLLED ATMOSPHERE MELTING/CASTING F,TAIWAN,1
2B229,CENTRIFUGAL BALANCING MACHINES,MALAYSIA,1
2B230,PRESSURE TRANSDUCERS,CHINA,36
2B230,PRESSURE TRANSDUCERS,COSTA RICA,1
2B230,PRESSURE TRANSDUCERS,HONG KONG,1
2B230,PRESSURE TRANSDUCERS,INDIA,6
2B230,PRESSURE TRANSDUCERS,ISRAEL,8
2B230,PRESSURE TRANSDUCERS,MALAYSIA,2
2B230,PRESSURE TRANSDUCERS,PERU,1
2B230,PRESSURE TRANSDUCERS,PHILIPPINES,1
2B230,PRESSURE TRANSDUCERS,SINGAPORE,8
2B230,PRESSURE TRANSDUCERS,TAIWAN,26
2B230,PRESSURE TRANSDUCERS,THAILAND,2
2B350,CHEMICAL MANUFACTURING FACILITIES AND EQUIPMENT,ALGERIA,1
2B350,CHEMICAL MANUFACTURING FACILITIES AND EQUIPMENT,ANGOLA,1
2B350,CHEMICAL MANUFACTURING FACILITIES AND EQUIPMENT,AUSTRALIA,1
2B350,CHEMICAL MANUFACTURING FACILITIES AND EQUIPMENT,AZERBAIJAN,1
2B350,CHEMICAL MANUFACTURING FACILITIES AND EQUIPMENT,BANGLADESH,1
2B350,CHEMICAL MANUFACTURING FACILITIES AND EQUIPMENT,BELGIUM,1
2B350,CHEMICAL MANUFACTURING FACILITIES AND EQUIPMENT,BRAZIL,62
2B350,CHEMICAL MANUFACTURING FACILITIES AND EQUIPMENT,BURKINA FASO,3
2B350,CHEMICAL MANUFACTURING FACILITIES AND EQUIPMENT,CHILE,43
2B350,CHEMICAL MANUFACTURING FACILITIES AND EQUIPMENT,CHINA,67
2B350,CHEMICAL MANUFACTURING FACILITIES AND EQUIPMENT,COLOMBIA,13
2B350,CHEMICAL MANUFACTURING FACILITIES AND EQUIPMENT,CONGO DEMOCRATIC REPUBLIC,2
2B350,CHEMICAL MANUFACTURING FACILITIES AND EQUIPMENT,COSTA RICA,3
2B350,CHEMICAL MANUFACTURING FACILITIES AND EQUIPMENT,DOMINICAN REPUBLIC,10
2B350,CHEMICAL MANUFACTURING FACILITIES AND EQUIPMENT,ECUADOR,4
2B350,CHEMICAL MANUFACTURING FACILITIES AND EQUIPMENT,EGYPT,8
2B350,CHEMICAL MANUFACTURING FACILITIES AND EQUIPMENT,EQUATORIAL GUINEA,1
2B350,CHEMICAL MANUFACTURING FACILITIES AND EQUIPMENT,FRANCE,1
2B350,CHEMICAL MANUFACTURING FACILITIES AND EQUIPMENT,GUATEMALA,4
2B350,CHEMICAL MANUFACTURING FACILITIES AND EQUIPMENT,HONG KONG,4
2B350,CHEMICAL MANUFACTURING FACILITIES AND EQUIPMENT,INDIA,12
2B350,CHEMICAL MANUFACTURING FACILITIES AND EQUIPMENT,INDONESIA,16
2B350,CHEMICAL MANUFACTURING FACILITIES AND EQUIPMENT,IRAQ,1
2B350,CHEMICAL MANUFACTURING FACILITIES AND EQUIPMENT,ISRAEL,24
2B350,CHEMICAL MANUFACTURING FACILITIES AND EQUIPMENT,JORDAN,2
2B350,CHEMICAL MANUFACTURING FACILITIES AND EQUIPMENT,KAZAKHSTAN,6
2B350,CHEMICAL MANUFACTURING FACILITIES AND EQUIPMENT,KUWAIT,7
2B350,CHEMICAL MANUFACTURING FACILITIES AND EQUIPMENT,LAOS,1
2B350,CHEMICAL MANUFACTURING FACILITIES AND EQUIPMENT,LEBANON,1
2B350,CHEMICAL MANUFACTURING FACILITIES AND EQUIPMENT,LIBYA,2
2B350,CHEMICAL MANUFACTURING FACILITIES AND EQUIPMENT,MADAGASCAR,2
2B350,CHEMICAL MANUFACTURING FACILITIES AND EQUIPMENT,MALAYSIA,20
2B350,CHEMICAL MANUFACTURING FACILITIES AND EQUIPMENT,MAURITIUS,1
2B350,CHEMICAL MANUFACTURING FACILITIES AND EQUIPMENT,MOROCCO,1
2B350,CHEMICAL MANUFACTURING FACILITIES AND EQUIPMENT,MYANMAR,1
2B350,CHEMICAL MANUFACTURING FACILITIES AND EQUIPMENT,NAMIBIA,1
2B350,CHEMICAL MANUFACTURING FACILITIES AND EQUIPMENT,NETHERLANDS,1
2B350,CHEMICAL MANUFACTURING FACILITIES AND EQUIPMENT,NIGERIA,3
2B350,CHEMICAL MANUFACTURING FACILITIES AND EQUIPMENT,OMAN,1
2B350,CHEMICAL MANUFACTURING FACILITIES AND EQUIPMENT,PAKISTAN,2
2B350,CHEMICAL MANUFACTURING FACILITIES AND EQUIPMENT,PANAMA,1
2B350,CHEMICAL MANUFACTURING FACILITIES AND EQUIPMENT,PAPUA NEW GUINEA,3
2B350,CHEMICAL MANUFACTURING FACILITIES AND EQUIPMENT,PERU,11
2B350,CHEMICAL MANUFACTURING FACILITIES AND EQUIPMENT,PHILIPPINES,6
2B350,CHEMICAL MANUFACTURING FACILITIES AND EQUIPMENT,QATAR,9
2B350,CHEMICAL MANUFACTURING FACILITIES AND EQUIPMENT,RUSSIA FEDERATION,4
2B350,CHEMICAL MANUFACTURING FACILITIES AND EQUIPMENT,SAUDI ARABIA,66
2B350,CHEMICAL MANUFACTURING FACILITIES AND EQUIPMENT,SINGAPORE,37
2B350,CHEMICAL MANUFACTURING FACILITIES AND EQUIPMENT,SOUTH AFRICA,3
2B350,CHEMICAL MANUFACTURING FACILITIES AND EQUIPMENT,SURINAME,1
2B350,CHEMICAL MANUFACTURING FACILITIES AND EQUIPMENT,TAIWAN,45
2B350,CHEMICAL MANUFACTURING FACILITIES AND EQUIPMENT,TANZANIA,1
2B350,CHEMICAL MANUFACTURING FACILITIES AND EQUIPMENT,THAILAND,19
2B350,CHEMICAL MANUFACTURING FACILITIES AND EQUIPMENT,TRINIDAD AND TOBAGO,8
2B350,CHEMICAL MANUFACTURING FACILITIES AND EQUIPMENT,TUNISIA,1
2B350,CHEMICAL MANUFACTURING FACILITIES AND EQUIPMENT,UNITED ARAB EMIRATES,10
2B350,CHEMICAL MANUFACTURING FACILITIES AND EQUIPMENT,UNITED KINGDOM,1
2B350,CHEMICAL MANUFACTURING FACILITIES AND EQUIPMENT,VENEZUELA,9
2B350,CHEMICAL MANUFACTURING FACILITIES AND EQUIPMENT,VIETNAM,2
2B351,TOXIC GAS MONITORING SYSTEMS & DEDICATED DETECTORS,CHINA,2
2B351,TOXIC GAS MONITORING SYSTEMS & DEDICATED DETECTORS,ISRAEL,1
2B351,TOXIC GAS MONITORING SYSTEMS & DEDICATED DETECTORS,KUWAIT,1
2B351,TOXIC GAS MONITORING SYSTEMS & DEDICATED DETECTORS,MALAYSIA,1
2B351,TOXIC GAS MONITORING SYSTEMS & DEDICATED DETECTORS,TAIWAN,1
2B352,EQUIPMENT FOR HANDLING BIOLOGICAL MATERIALS,BOLIVIA,1
2B352,EQUIPMENT FOR HANDLING BIOLOGICAL MATERIALS,BRAZIL,6
2B352,EQUIPMENT FOR HANDLING BIOLOGICAL MATERIALS,CHINA,30
2B352,EQUIPMENT FOR HANDLING BIOLOGICAL MATERIALS,COSTA RICA,1
2B352,EQUIPMENT FOR HANDLING BIOLOGICAL MATERIALS,INDIA,5
2B352,EQUIPMENT FOR HANDLING BIOLOGICAL MATERIALS,INDONESIA,1
2B352,EQUIPMENT FOR HANDLING BIOLOGICAL MATERIALS,ISRAEL,1
2B352,EQUIPMENT FOR HANDLING BIOLOGICAL MATERIALS,KAZAKHSTAN,1
2B352,EQUIPMENT FOR HANDLING BIOLOGICAL MATERIALS,RUSSIA FEDERATION,1
2B352,EQUIPMENT FOR HANDLING BIOLOGICAL MATERIALS,SAUDI ARABIA,1
2B352,EQUIPMENT FOR HANDLING BIOLOGICAL MATERIALS,SINGAPORE,5
2B352,EQUIPMENT FOR HANDLING BIOLOGICAL MATERIALS,TAIWAN,3
2B352,EQUIPMENT FOR HANDLING BIOLOGICAL MATERIALS,VIETNAM,1
2B999,"SPECIFIC PROCESSING EQUIPMENT, N.E.S.",SAUDI ARABIA,1
2B999,"SPECIFIC PROCESSING EQUIPMENT, N.E.S.",SYRIA,1
2D002,ADAPTIVE CONTROL/ELECTRONIC DEVICE SOFTWARE,CHINA,1
2D002,ADAPTIVE CONTROL/ELECTRONIC DEVICE SOFTWARE,COSTA RICA,1
2D002,ADAPTIVE CONTROL/ELECTRONIC DEVICE SOFTWARE,MALAYSIA,1
2D002,ADAPTIVE CONTROL/ELECTRONIC DEVICE SOFTWARE,PHILIPPINES,1
2D002,ADAPTIVE CONTROL/ELECTRONIC DEVICE SOFTWARE,RUSSIA FEDERATION,1
2D002,ADAPTIVE CONTROL/ELECTRONIC DEVICE SOFTWARE,TAIWAN,1
2D351,DEDICATED SOFTWARE FOR TOXIC GAS MONITORING SYSTEMS,SINGAPORE,1
2D983,EQUIPMENT CONTROLLED BY 2A983,ISRAEL,1
2E001,TECHNOLOGY SUPPORTING EQUIPMENT/SOFTWARE IN 2A/2B/,CHINA,2
2E001,TECHNOLOGY SUPPORTING EQUIPMENT/SOFTWARE IN 2A/2B/,INDIA,7
2E001,TECHNOLOGY SUPPORTING EQUIPMENT/SOFTWARE IN 2A/2B/,PAKISTAN,1
2E001,TECHNOLOGY SUPPORTING EQUIPMENT/SOFTWARE IN 2A/2B/,VENEZUELA,1
2E002,TECHNOLOGY SUPPORTING EQUIPMENT/PRODUCTION IN 2A/2,BRAZIL,3
2E002,TECHNOLOGY SUPPORTING EQUIPMENT/PRODUCTION IN 2A/2,CHINA,4
2E002,TECHNOLOGY SUPPORTING EQUIPMENT/PRODUCTION IN 2A/2,INDIA,6
2E002,TECHNOLOGY SUPPORTING EQUIPMENT/PRODUCTION IN 2A/2,NIGERIA,1
2E002,TECHNOLOGY SUPPORTING EQUIPMENT/PRODUCTION IN 2A/2,PAKISTAN,1
2E003,OTHER TECHNOLOGY,BELGIUM,1
2E003,OTHER TECHNOLOGY,FRANCE,2
2E003,OTHER TECHNOLOGY,"GERMANY, FEDERAL REP",2
2E003,OTHER TECHNOLOGY,ITALY,5
2E003,OTHER TECHNOLOGY,MALAYSIA,1
2E003,OTHER TECHNOLOGY,MEXICO,1
2E003,OTHER TECHNOLOGY,POLAND,1
2E003,OTHER TECHNOLOGY,SINGAPORE,1
2E003,OTHER TECHNOLOGY,UNITED KINGDOM,3
2E201,TECHNOLOGY FOR USE OF COMMODITIES CONTROLLED BY 2A,CHINA,1
2E201,TECHNOLOGY FOR USE OF COMMODITIES CONTROLLED BY 2A,INDIA,1
2E201,TECHNOLOGY FOR USE OF COMMODITIES CONTROLLED BY 2A,TAIWAN,1
2E290,TECHNOLOGY FOR USE OF COMMODITIES CONTROLLED BY 2A,INDIA,1
2E301,TECHNOLOGY FOR USE OF COMMODITIES CONTROLLED BY 2B,CHINA,2
2E301,TECHNOLOGY FOR USE OF COMMODITIES CONTROLLED BY 2B,INDIA,6
2E301,TECHNOLOGY FOR USE OF COMMODITIES CONTROLLED BY 2B,KAZAKHSTAN,1
2E301,TECHNOLOGY FOR USE OF COMMODITIES CONTROLLED BY 2B,PAKISTAN,1
2E983,SOFTWARE CONTROLLED BY 2D983,ISRAEL,1
3A001,ELECTRONIC DEVICES/COMPONENTS,AUSTRALIA,2
3A001,ELECTRONIC DEVICES/COMPONENTS,BELARUS,2
3A001,ELECTRONIC DEVICES/COMPONENTS,BRAZIL,1
3A001,ELECTRONIC DEVICES/COMPONENTS,BULGARIA,2
3A001,ELECTRONIC DEVICES/COMPONENTS,CHILE,1
3A001,ELECTRONIC DEVICES/COMPONENTS,CHINA,59
3A001,ELECTRONIC DEVICES/COMPONENTS,CZECH REPUBLIC,2
3A001,ELECTRONIC DEVICES/COMPONENTS,DENMARK,2
3A001,ELECTRONIC DEVICES/COMPONENTS,EGYPT,1
3A001,ELECTRONIC DEVICES/COMPONENTS,FINLAND,2
3A001,ELECTRONIC DEVICES/COMPONENTS,FRANCE,7
3A001,ELECTRONIC DEVICES/COMPONENTS,"GERMANY, FEDERAL REP",7
3A001,ELECTRONIC DEVICES/COMPONENTS,HONG KONG,2
3A001,ELECTRONIC DEVICES/COMPONENTS,HUNGARY,1
3A001,ELECTRONIC DEVICES/COMPONENTS,INDIA,13
3A001,ELECTRONIC DEVICES/COMPONENTS,INDONESIA,2
3A001,ELECTRONIC DEVICES/COMPONENTS,IRELAND,1
3A001,ELECTRONIC DEVICES/COMPONENTS,ISRAEL,7
3A001,ELECTRONIC DEVICES/COMPONENTS,ITALY,11
3A001,ELECTRONIC DEVICES/COMPONENTS,JAPAN,16
3A001,ELECTRONIC DEVICES/COMPONENTS,"KOREA, REPUBLIC OF (SOUTH KOREA)",24
3A001,ELECTRONIC DEVICES/COMPONENTS,MALAYSIA,3
3A001,ELECTRONIC DEVICES/COMPONENTS,NETHERLANDS,8
3A001,ELECTRONIC DEVICES/COMPONENTS,PHILIPPINES,1
3A001,ELECTRONIC DEVICES/COMPONENTS,POLAND,2
3A001,ELECTRONIC DEVICES/COMPONENTS,RUSSIA FEDERATION,8
3A001,ELECTRONIC DEVICES/COMPONENTS,SINGAPORE,3
3A001,ELECTRONIC DEVICES/COMPONENTS,SOUTH AFRICA,3
3A001,ELECTRONIC DEVICES/COMPONENTS,SPAIN,8
3A001,ELECTRONIC DEVICES/COMPONENTS,SWEDEN,1
3A001,ELECTRONIC DEVICES/COMPONENTS,TAIWAN,7
3A001,ELECTRONIC DEVICES/COMPONENTS,TURKEY,8
3A001,ELECTRONIC DEVICES/COMPONENTS,UNITED ARAB EMIRATES,1
3A001,ELECTRONIC DEVICES/COMPONENTS,UNITED KINGDOM,11
3A001,ELECTRONIC DEVICES/COMPONENTS,VIETNAM,3
3A002,GENERAL PURPOSE ELECTRONIC EQUIPMENT,ARGENTINA,1
3A002,GENERAL PURPOSE ELECTRONIC EQUIPMENT,BRAZIL,1
